id	kanji	kana	meaning	japanese	korean	english	flags
JLPT-한끝-N2-0114	宇宙	うちゅう	우주	改良された医療技術は、宇宙開発計画の副産物として派生したものの一つである。	개량된 의료기술은 우주개발 계획의 부산물로 파생된 것 중 하나다.	Improved medical technology has been one of the spin-offs of the space program.	
JLPT-한끝-N2-0115	映る	うつる	비치다	なんて小さなテレビなんでしょう。本当に映るのですか。	이 얼마나 작은 티비인가요 정말 나오나요?	What a small television set! Does it really work?	
JLPT-한끝-N2-0116	うつむく	うつむく	고개를 숙이다	言ってから、まゆちゃんは恥ずかしそうに俯いてしまう。	말하고 나서 마유미는 부끄러워하며 엎드려 버린다.	Having said it, Mayu hangs her head in embarrassment.	
JLPT-한끝-N2-0117	腕	うで	팔	あなたにいくら給料を支払うかは、あなたの腕次第ですね。	당신에게 얼마의 월급을 지불할지는 당신의 능력에 달려있네요.	How much we pay you depends on your skill.	
JLPT-한끝-N2-0118	うとうと	うとうと	꾸벅꾸벅 졸다	本当に眠ってなんかいない、うとうとしているだけだ。	정말 잠이 안 온다, 꾸벅꾸벅 졸고 있을 뿐이야.	I'm not really asleep, just dozing.	
JLPT-한끝-N2-0119	うなずく	うなずく	고개를 끄덕이다	係員が頷いたので彼女は小切手を書き、それを手渡した。	담당자가 고개를 끄덕이자 그녀는 수표를 쓰고 그것을 건넸다.	The clerk nodded, so the woman wrote a check and handed it over.	
JLPT-한끝-N2-0120	うわさ	うわさ	소문	私たちは多くの人に新しい店について尋ねたが、そのうわさを聞いた者は誰もいなかった。	우리는 많은 사람들에게 새로운 가게에 대해 물었지만 그 소문을 들은 사람은 아무도 없었다.	We asked many persons about the new store, but no one had heard of it.	
JLPT-한끝-N2-0121	運送	うんそう	운송	通信販売の拡大に伴って、商品の運送を担う人手が不足している。	통신판매가 확대되면서 상품 운송을 맡을 인력이 부족하다.		
JLPT-한끝-N2-0122	永久	えいきゅう	영구, 영원	昔の建物を取り壊すことによって、私たちは、過去の痕跡を永久に消し去ってしまうことになるのである。	옛 건물을 허물어버림으로써 우리는 과거의 흔적을 영구히 지워버리게 되는 것이다.	By demolishing buildings of bygone times, we wipe out every trace of the past forever.	
JLPT-한끝-N2-0123	営業	えいぎょう	영업	社屋や従業員に被害はなく、平常通り営業している。	사옥이나 직원들에게 피해는 없이 평상시처럼 영업하고 있다.	There was no damage to the office, or workers, and we're in business as usual.	
JLPT-한끝-N2-0124	会釈	えしゃく	가벼운 인사	彼のことはこれ以上知りません。顔を合わせれば会釈する程度の知り合いですから。	그에 대해서는 더 이상 모릅니다, 얼굴을 마주치면 회초리를 할 정도의 지인이니까요.	I don't know any more about him. I know him, but only to say Hello to.	
JLPT-한끝-N2-0125	エネルギー	エネルギー	에너지	私たちはレストランに入り、夕食をとりながらエネルギー危機について論じた。	우리는 레스토랑에 들어가 저녁 식사를 하면서 에너지 위기에 대해 논했다.	We entered a restaurant, and discussed the energy crisis over our dinner.	
JLPT-한끝-N2-0126	絵の具	えのぐ	그림물감	海綿は水を吸収しますので水彩絵具をぼかしたりする時に便利です。	해면은 물을 흡수하기 때문에 수채 물감을 흐리거나 할 때 편리합니다.	Sponge absorbs water so it is convenient for shading water-colours and such.	
JLPT-한끝-N2-0127	偉い	えらい	훌륭하다	彼は偉い学者で、さらによいことには、良い先生だ。	그는 훌륭한 학자로, 더 좋은 것은 좋은 선생님이다.	He is a great scholar, and, what is better, a good teacher.	
JLPT-한끝-N2-0128	得る	える	얻다	その件に関しては、わたしは彼の意見に反対せざるを得ない。	그 건에 관해서는 나는 그의 의견에 반대하지 않을 수 없다.	I cannot but object to his opinion as to the matter.	
JLPT-한끝-N2-0129	延期	えんき	연기, 미룸	その指揮者はこの２度目の延期によって本当に不安になった。	그 지휘자는 이 두 번째 연기로 인해 정말 불안해졌다.	The director became really anxious at this second postponement.	
JLPT-한끝-N2-0130	演技	えんぎ	연기	父は私を男や女としてではなく、演技者として訓練しました。	아버지는 저를 남자나 여자로서가 아니라 연기자로서 훈련시켰어요.	My father trained me not as a man or a woman, but as a performer.	
JLPT-한끝-N2-0131	援助	えんじょ	원조, 도움	日本の海外援助は、１つには国内の経済の減速によって減りつつある。	일본의 해외 원조는 한 가지로는 국내 경제의 둔화로 인해 줄어들고 있다.	Japan's foreign aid is decreasing in part because of an economic slowdown at home.	
JLPT-한끝-N2-0132	エンジン	エンジン	엔진	彼は、ガソリンをさらに使わないエンジンを開発した。	그는 휘발유를 더 사용하지 않는 엔진을 개발했다.	He devised a new engine to use less gas.	
JLPT-한끝-N2-0133	演説	えんぜつ	연설	ちょうど彼が演説していた時に、銃声がひびき渡った。	마침 그가 연설을 하고 있을 때 총성이 빗발쳤다.	Even as he was speaking, a shot rang out.	
JLPT-한끝-N2-0134	延長	えんちょう	연장	日本の問題点は、国内での階級的な個人同士の関係の延長として国際関係をとらえてきたことである。	일본의 문제점은 국내에서 계급적 개인 간의 관계의 연장으로 국제관계를 받아들여 왔다는 점이다.	Japan's problem has been that she has continued to view international relations as an extension of her hierarchical interpersonal relations at home.	
JLPT-한끝-N2-0135	追い越し	おいこし	추월	車は一気にスピードを上げてトラックを追い越した。	차는 단번에 속도를 높여 트럭을 추월했다.	The car put on a burst of speed and passed the truck.	
JLPT-한끝-N2-0136	オイル	オイル	오일, 기름	ガソリンを満タンにして、ついでにオイルも見てくれる。	휘발유를 가득 채우고 김에 오일도 봐준다.	Could you fill it up and take a look at the oil, too?	
JLPT-한끝-N2-0137	応援	おうえん	응원	観衆はルチアーノを応援するかもしれないが、チャンピオンに勝つ技術がある。	관중들은 루치아노를 응원할지도 모르지만 챔피언을 이기는 기술이 있다.	The crowd may be on the side of Luciano, but the champ has got the skill to win and that's what matters.	
JLPT-한끝-N2-0138	応援団	おうえんだん	응원단	応援団の声が会場全体に響き、選手たちの緊張も次第にほぐれていった。	응원단의 목소리가 공연장 전체에 울려 퍼지면서 선수들의 긴장도 점차 풀렸다.		
JLPT-한끝-N2-0139	応対	おうたい	응대, 접대	その顧客に応対してこれ以上時間を無駄にしてはいけない。	그 고객을 응대해서 더 이상 시간을 낭비해서는 안 된다.	Don't waste any more time responding to that customer.	
JLPT-한끝-N2-0140	横断	おうだん	횡단	老婦人は、道路を横断するのを手伝ったことに対して、私に感謝した。	노부인은 도로를 횡단하는 것을 도와준 것에 대해 나에게 감사했다.	The old lady thanked me for helping her across the road.	
JLPT-한끝-N2-0141	欧米	おうべい	구미(유럽과 미국)	生活水準の面では、その共和国は欧米諸国に追い付いた。	생활 수준 면에서 그 공화국은 서구 국가를 따라잡았다.	As for the standard of living, the republic has caught up with the West.	
JLPT-한끝-N2-0142	覆う	おおう	덮다, 씌우다	冬が近づいてきたので、山々はまもなく雪に覆われるだろう。	겨울이 다가왔으니 산들은 곧 눈이 덮일 것이다.	With winter coming on, the mountains will soon be covered with snow.	
JLPT-한끝-N2-0143	大げさ	おおげさ	과장됨	彼にとって妻は彼の命そのものだったと言っても決して大げさではない。	그에게 아내는 그의 목숨 그 자체였다고 해도 결코 과장이 아니다.	It is no exaggeration to say that, as far as he was concerned, his wife was life itself to him.	
JLPT-한끝-N2-0144	大幅	おおはば	큰 폭	大幅な貿易黒字にもかかわらず、貿易収支外の赤字のために計上収支黒字はそれほど大きくない。	큰 폭의 무역흑자에도 불구하고 무역수지 외의 적자 때문에 계상수지 흑자는 그리 크지 않다.	Despite a large surplus in merchandise trade, the current account surplus is not so big due to a deficit in invisible trade.	
JLPT-한끝-N2-0145	お菓子	おかし	과자	人々を信じなさい。だけど、知らない人からお菓子を貰ってはいけませんよ。	사람들을 믿어라, 하지만 모르는 사람에게 과자를 받으면 안 돼요.	Trust people, but don't take candy from strangers.	
JLPT-한끝-N2-0146	おかまいなく	おかまいなく	신경 쓰지 마세요	どうぞおかまいなく。	아무쪼록 상관하지 마세요.	Please don't bother.	
JLPT-한끝-N2-0147	お勘定	おかんじょう	계산, 지불	お勘定をお願いします。	계산 좀 해주세요.	May I have the check, please?	
JLPT-한끝-N2-0148	補う	おぎなう	보충하다	それはまるで、経験不足は才能で補えると言っているようなものだ。	그것은 마치 경험 부족은 재능으로 보충한다고 말하는 것과 같다.	It sounds as if genius compensates for lack of experience.	
JLPT-한끝-N2-0149	〜億	〜おく	~억	彼らは、将来のためにとっておくほど十分な収入がありません。	그들은 장래를 위해 남겨둘 만큼 충분한 수입이 없습니다.	They don't have enough income to lay aside for the future.	
